chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Methylthiobutanone,CSCCC(C)=O,2055,34047-39-7,"Powerful cheese, fishy odor & taste; potato, earthy, vegetative","['earthy', 'fishy', 'vegetable', 'potato', 'cheesy']"
Methylthiobutyric acid,CSC(C)CC(=O)O,2056,16630-65-2,"Sulfurous, tropical fruity; ripe cheese notes","['ripe', 'fruity', 'tropical', 'sulfurous', 'cheesy']"
Methylthioethanethiol,CSC(C)S,2057,31331-53-0,"Meaty, onion. garlic, becomes more meat like in extreme dilution","['meaty', 'garlic', 'onion']"
Methylthioethanol,CSCCO,2058,5271-38-5,"Sulfurous, vegetative, tomato, HVP type notes","['sulfurous', 'vegetable', 'tomato']"
Methylthiohexanal,CCCC(CC=O)SC,2059,38433-74-8,Strongly green; privet-buttery like odor; green fruity flavor,"['green', 'buttery']"
Methylthiohexanol,CCCC(CCO)SC,2060,51755-66-9,Green vegetable odor; tropical green fruity passion fruit taste,"['green', 'vegetable']"
Methylthiomethyl butyrate,CCCC(=O)OCSC,2063,74758-93-3,"Tropical, exotic fruit notes; also cabbage, milky, cheese","['fruity', 'milky', 'tropical', 'cabbage', 'cheesy']"
Methylthiomethyl hexanoate,CCCCCC(=O)OCSC,2064,74758-91-1,"Pineapple, exotic fruity, adds creamy cheesy flavor to dairy flavors","['pineapple', 'fruity', 'creamy']"
Methylthiomethyl methylpropanethioate,CSCOC(=S)C(C)C,2065,77974-85-7,"Sulfurous, roasted, green-vegetative notes; cheese & tropical fruit","['vegetable', 'roasted', 'green', 'fruity', 'tropical', 'sulfurous', 'cheesy']"
Methylthiomethylbutenal,C/C=C(/C=O)CSC,2066,40878-72-6,Reported to impart potato chip aroma; tomato and meat-like flavor,['potato']
Methylthiomethylpentanone,CSC(C)(C)CC(C)=O,2067,23550-40-5,"Somewhat green fruity ""catty"" cassis odor in high dilution","['green', 'fruity', 'catty']"
Methylthiomethylphenylpropenal,CSC/C(C=O)=C/c1ccccc1,2068,65887-08-3,"Vegetative sauerkraut, kimchi, cabbage, soy beans, green onion nuances.","['green', 'cabbage', 'onion', 'vegetable']"
Methylthiooxobutanoic acid,CSCCC(=O)C(=O)O,2069,583-92-6,"Sulfurous, slight cheesy in dilution; a precursor of methional","['sulfurous', 'cheesy']"
Methylthiophencarboxaldehyde,Cc1ccc(C=O)s1,2071,13679-70-4,Almond-cherry odor; Almond Cherry taste,"['cherry', 'almond']"
Methylthiophene,Cc1cccs1,2072,554-14-3,"Onion, pungent, sulfurous, roasted, green (See comments)","['roasted', 'green', 'onion', 'sulfurous', 'pungent']"
Methylthiophene,Cc1ccsc1,2073,616-44-4,"Sulfurous, pungent; Fatty; winey at 8.5 ppm in coffee (See comments)","['sulfurous', 'fatty', 'pungent']"
Methylthiophenol,CSc1ccccc1O,2074,1073-29-6,"Sulfury burnt odor; meaty, smoky-caramel-beef broth in dilution","['caramellic', 'meaty', 'burnt', 'brothy', 'sulfurous', 'smoky', 'beefy']"
Methylthiopropanal,CSCCC=O,2075,3268-49-3,"Onion, meat-like odor; in dilution - potato-tomato aroma","['onion', 'potato', 'tomato', 'meaty']"
Methylthiopropanol,CSCCCO,2076,505-10-2,"Strong, meaty, mushroom, soup-like odor & taste in dilution","['meaty', 'mushroom']"
Methylthiopropionic acid,CSC(C)C(=O)O,2077,58809-73-7,Strong sulfurous; green tropical fruit & cheese note in dilution,"['green', 'fruity', 'tropical', 'sulfurous', 'cheesy']"
Methylthiopropionic acid,CSCCC(=O)O,2078,646-01-5,"Strong sulfurous, roasty-cocoa; green tropical fruit & cheese note diluted","['roasted', 'green', 'fruity', 'cocoa', 'tropical', 'sulfurous', 'cheesy']"
Methionyl acetate,CSCCCOC(C)=O,2079,16630-55-0,"Herbaceous; green, mushroom, sweeter & fruitier than methionol","['green', 'herbal', 'mushroom']"
Methionyl butyrate,CCCC(=O)OCCCSC,2080,16630-60-7,"Sulfurous, cheese-like, mushroom-savory, pineapple, tropical fruit","['fruity', 'savory', 'tropical', 'sulfurous', 'pineapple', 'mushroom', 'cheesy']"
Methionyl isothiocyanate,CSCCCN=C=S,2081,505-79-3,Characteristic pungent radish odor; earthy-vegetative notes,"['earthy', 'vegetable', 'pungent', 'radish']"
Methionyl isovalerate,CSCCCOC(=O)CC(C)C,2082,84559-98-8,"Sulfurous, cheese, tropical fruit in dilution","['sulfurous', 'fruity', 'tropical', 'cheesy']"
Methylthiopropylamine,CSCCCN,2083,4104-45-4,"Sulfurous, fishy, amine, potato, vegetative, ripe cheese in dilution","['ripe', 'vegetable', 'fishy', 'sulfurous', 'potato', 'cheesy']"
"Methyltolylpropionaldehyde (mixed o-, m-, p- isomers)",Cc1ccc(CC(C)C=O)cc1,2084,41496-43-9,"Sweet, fruity, cherry-almond, balsamic odor, green fruity","['citrus', 'green', 'fruity', 'melon', 'almond', 'balsamic', 'cherry', 'floral', 'sweet']"
Methyltridecanal,CC(C)CCCCCCCCCCC=O,2085,75853-49-5,"Tallowy, beef-like; characteristic odorant of stewed beef juice","['meaty', 'beefy']"
Methyltrithiane,CC1SCCSS1,2086,43040-01-3,Improves and enhances meaty notes,['meaty']
Methyltrithiolane,CC1CSSS1,2087,51647-38-2,"Alliaceous, roasted, onion-garlic like; cooked meat and onions","['meaty', 'roasted', 'alliaceous', 'garlic', 'onion']"
Methylundecanal,CCCCCCCCCC(C)C=O,2088,110-41-8,"Dry, fruity-amber like, fatty odor; honey-nut like taste","['fruity', 'fatty', 'dry']"
Methylvaleric acid,CCCC(C)C(=O)O,2089,97-61-0,"Strong, pungent, sour cheese odor; dairy-cream in dilution","['creamy', 'sour', 'dairy', 'pungent', 'cheesy']"
Methylvinylpyrazine,C=Cc1cnc(C)cn1,2090,13925-08-1,Coffee like @ 10 ppm in sugar syrup,['coffee']
Mintlactone,CC1=C2CCC(C)CC2OC1=O,2092,13341-72-5,"Sweet lactone-like note, a distinct coumarin and coconut note","['coconut', 'sweet', 'coumarinic']"
Monosodium glutamate,N[C@@H](CCC(=O)O)C(=O)O,2093,142-47-2,"Faint, meat-like odor; sweet-salty umami ""meaty"" taste",['meaty']
Musk ambrette,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2094,83-66-9,"Sweet, floral, musky odor","['musk', 'floral', 'sweet']"
Myrcenol,C=CC(=C)CCCC(C)(C)O,2097,543-39-5,"Floral lime odor, with woody background note","['woody', 'floral']"
Myrcenyl acetate,C=CC(=C)CCCC(C)(C)OC(C)=O,2098,1118-39-4,"Fresh, citrus, sweet, herbaceous; pleasant pear like in dilution","['citrus', 'pear', 'fresh', 'herbal', 'sweet']"
Myristaldehyde,CCCCCCCCCCCCCC=O,2099,124-25-4,"Fatty, waxy, citrus odor; citrus taste on dilution","['fatty', 'waxy', 'citrus']"
Myristic acid,CCCCCCCCCCCCCC(=O)O,2100,544-63-8,"Very faint, waxy-oily; nearly odorless; provides a waxy mouuthfeel","['oily', 'waxy', 'odorless']"
Myristyl alcohol,CCCCCCCCCCCCCCO,2101,112-72-1,Weak oily fatty,"['oily', 'fatty']"
Myrtanol,CC1(C)C2CCC(CO)C1C2,2102,514-99-8,"Herbaceous, somewhat confiferous, minty-woody odor","['woody', 'mint', 'herbal']"
Myrtanyl acetate,CC(=O)OCC1CCC2CC1C2(C)C,2103,29021-36-1,"Sweet, herbaceous with pine-coniferous-fruity notes","['pine', 'fruity', 'herbal', 'sweet']"
Myrtenal,CC1(C)C2CC=C(C=O)C1C2,2104,564-94-3,"Spicy-herbaceous, bay-leaf and cinnamon-like odor and taste","['spicy', 'cinnamon', 'herbal']"
Myrtenol,CC1(C)C2CC=C(CO)C1C2,2105,515-00-4,"Herbaceous, slight woody odor; minty camphoraceous taste","['woody', 'herbal']"
Myrtenyl acetate,CC(=O)OCC1=CCC2CC1C2(C)C,2106,1079-01-2,"Sweet, woody, floral, herbaceous, spicy","['spicy', 'herbal', 'woody', 'floral', 'sweet']"
Myrtenyl formate,CC1(C)C2CC=C(COC=O)C1C2,2107,72928-52-0,"Sweet coniferous, spicy odor and taste","['sweet', 'spicy']"
Myrtenyl isovalerate,CC(C)CC(=O)OCC1=CCC2CC1C2(C)C,2108,33900-84-4,"Herbaceous, woody, fruity, valerian","['woody', 'fruity', 'herbal']"
Naphthalene,c1ccc2ccccc2c1,2111,91-20-3,Characteristic dry tarry camhorous hydrocarbon odor; musty taste,"['camphoreous', 'gasoline', 'dry']"
Naphthalenethiol,Sc1ccc2ccccc2c1,2112,91-60-1,"Sulfury, meaty, mushroom notes; rubbery, mercaptan-like","['sulfurous', 'meaty', 'mushroom']"
Naphthyl ethyl ether,CCOc1ccc2ccccc2c1,2114,93-18-5,"Floral orangeblossom (neroli) odor, floral fruity taste",['floral']
Naphthyl isobutyl ether,CC(C)COc1ccc2ccccc2c1,2115,2173-57-1,"Sweet, strawberry-fruity, neroli-like; sweet fruity taste","['fruity', 'strawberry', 'sweet']"
Naphthyl methyl ether,COc1ccc2ccccc2c1,2116,93-04-9,Intense sweet floral orange blossom odor,"['floral', 'sweet', 'orange']"
Neomenthol,CC(C)[C@H]1CC[C@@H](C)CC1O,2120,2216-52-6,"Musty, piney, camphoraceous, minty odor and taste","['pine', 'camphoreous', 'musty', 'mint']"
Neral,CC(C)=CCC/C(C)=C\C=O,2121,106-26-3,Powerful Citrus (lemon); slightly fruity-herbal,"['fruity', 'lemon', 'citrus', 'herbal']"
Nerol oxide,CC(C)=CC1CC(C)=CCO1,2122,1786-08-9,"Reminiscent of geranium, green-floral, very natural note","['green', 'floral']"
Nerol,CC(C)=CCC/C(C)=C\CO,2123,106-25-2,"Fresh, sweet, rose-like odor; sweet, fruity-rose, pear, citrus taste","['fresh', 'rose', 'sweet']"
"Nerolidol, S-(cis)]-isomer",C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,2124,142-50-7,"Faint, woody-floral, slight green odor; weak green floral taste","['green', 'woody', 'floral']"
Nerolidol,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,2125,7212-44-4,"Faint, woody-floral, slight green odor; weak green floral taste","['green', 'woody', 'floral']"
Nerolidyl acetate,C=C[C@](C)(CC/C=C(/C)CCC=C(C)C)OC(C)=O,2127,56001-43-5,"Woody, refreshing odor","['woody', 'fresh']"
Neryl acetate,CC(=O)OC/C=C(/C)CCC=C(C)C,2128,141-12-8,Very sweet fruity-floral odor; sweet fruity taste,"['fruity', 'floral', 'sweet']"
Neryl butyrate,CCCC(=O)OC/C=C(/C)CCC=C(C)C,2129,999-40-6,"Sweet, floral-fruity-orange-like odor; sweet heavy fruit taste","['fruity', 'floral', 'sweet', 'orange']"
Neryl formate,CC(C)=CCC/C(C)=C/C(O)C=O,2130,2142-94-1,"Sweet, herbaceous-green, floral odor; sweet green fruity taste","['green', 'floral', 'sweet', 'herbal']"
Neryl isobutyrate,CC(C)=CCC/C(C)=C\COC(=O)C(C)C,2131,2345-24-6,Sweet floral (rose) odor; sweet juicy green fruity melon & berry taste,"['rose', 'floral', 'sweet']"
Neryl isovalerate,CC(C)=CCC/C(C)=C/COC(=O)CC(C)C,2132,3915-83-1,"Rich fruity-peach, clary sage-like odor; peach & currant taste","['fruity', 'peach']"
Neryl propionate,CCC(=O)OC/C=C(/C)CCC=C(C)C,2133,105-91-9,"Sweet fruity, preserve-like odor and taste","['fruity', 'sweet']"
Nonadienal diethyl acetal,CC/C=C/CC/C=C/C(OCC)OCC,2135,67674-36-6,"Strong, fresh-green, melon-cucumber, green pepper & violet notes","['green', 'melon', 'violet', 'fresh', 'cucumber']"
Nonadienal,CCCC/C=C/C=C/C=O,2136,3/4/6750,Strong fatty type odor and taste; chicken fat-nutty on dilution,"['fatty', 'nutty', 'chicken']"
Nonadienal,CC/C=C\CC/C=C/C=O,2137,557-48-2,"Odor like cucumber, green melon or violet leaf in dilution","['green', 'melon', 'violet', 'leafy', 'cucumber']"
Nonadienal,CC/C=C/CC/C=C/C=O,2138,17587-33-6,"Green, vegetable, cucumber, violet leaf & fatty notes","['green', 'fatty', 'violet', 'leafy', 'vegetable', 'cucumber']"
Nonadienol,CC/C=C\C/C=C/CCO,2140,56805-23-3,Fatty-raw-cucumber vegetative; green apple-banana nuances,"['apple', 'green', 'fatty', 'banana', 'vegetable', 'cucumber']"
Nonadienol,CC/C=C\C/C=C\CCO,2141,53046-97-2,"Fresh honeydew, watermelon-like odor, fatty mouthfeel",['fresh']
Nonadienol,CCC=CCCC=CCO,2142,7786-44-9,"Powerful, cucumber, melon, leafy-vegetable odor and taste","['leafy', 'vegetable', 'cucumber', 'melon']"
Nonadienol,CCCC/C=C/C=C/CO,2143,62488-56-6,"Fatty, green melon-cucumber; chicken and mutton notes","['green', 'fatty', 'melon', 'chicken', 'cucumber']"
Nonadienol,CC/C=C/C/C=C/CCO,2144,76649-25-7,"Green, watermelon, fatty, cucumber, cantelope, chicken and fish","['green', 'fatty', 'fishy', 'chicken', 'cucumber']"
Nonadienol,CC/C=C\CC/C=C/CO,2145,28069-72-9,Green herbaceous cucumber and violet flower odor. Cucumber taste,"['green', 'violet', 'herbal', 'cucumber']"
Nonadienyl acetate,CC/C=C\CC/C=C/COC(C)=O,2146,68555-65-7,"Green apple and melon, spicy, cucumber, violet & nutty notes","['apple', 'spicy', 'green', 'nutty', 'melon', 'violet', 'cucumber']"
Nonadienyl acetate,CC/C=C\C/C=C/CCOC(C)=O,2147,211323-05-6,Mild fresh green melon with fruity pear notes,"['green', 'fruity', 'melon', 'pear', 'fresh']"
Nonadienyl acetate,CC/C=C/C/C=C/CCOC(C)=O,2148,76649-26-8,Mild fresh green melon with fruity pear notes,"['green', 'fruity', 'melon', 'pear', 'fresh']"
Nonalactone,CCCCC1CCCC(=O)O1,2149,3301-94-8,"Sweet, oily-fatty, coconut odor; fruity, dairy-cream-like taste","['oily', 'fatty', 'coconut', 'sweet']"
Nonalactone,CCCCC[C@H]1CCC(=O)O1,2150,104-61-0,"Strong, fatty, coconut odor and taste","['fatty', 'coconut']"
Nonanal diethyl acetal,CCCCCCCCC(OCC)OCC,2151,54815-13-3,"Fresh, citrus, floral, green note.","['green', 'fresh', 'floral', 'citrus']"
Nonanal,CCCCCCCCC=O,2152,124-19-6,"Fatty-floral-rose, waxy odor; citrus taste in dilution","['waxy', 'fatty', 'floral', 'rose']"
Nonanedioic acid,O=C(O)CCCCCCCC(=O)O,2153,123-99-9,Virtually odorless with a mild sour acid taste,['odorless']
Nonanediol acetate,CCCCC1COCC(C)C1OC(C)=O,2154,38285-49-3,"Floral-jasmine, lactonic mushroom odor; watermelon taste","['floral', 'jasmine', 'mushroom']"
Nonanediol diacetate (See FEMA 2783),CCCCCCC(CCOC(C)=O)OC(C)=O,2155,63270-14-4,"Jasmine, floral (See comments)","['floral', 'jasmine']"
Nonanedithiol,SCCCCCCCCCS,2157,3489-28-9,"Sulfuraceous; fatty-waxy, mushroom, vegetative, mutton, lamb, meaty notes","['vegetable', 'meaty', 'fatty', 'waxy', 'sulfurous', 'mushroom']"
Nonanoic acid,CCCCCCCCC(=O)O,2158,112-05-0,"Mild, fatty, dairy-cheese, nut-like odor; fatty-waxy-cheese & nutty taste","['fatty', 'nutty', 'dairy', 'cheesy']"
Nonanol,CCCCCCCC(C)O,2159,628-99-9,"Fruity-green,waxy, soapy, musty with green fruity and dairy note","['green', 'fruity', 'waxy', 'dairy', 'musty']"
Nonanol,CCCCCCCCCO,2160,143-08-8,"Fatty-floral, rose-orange odor; fatty, citrus-orange like taste","['fatty', 'floral', 'rose', 'orange']"
Nonanol,CCCCCCC(O)CC,2161,624-51-1,"Spicy-earthy, herbaceous odor","['earthy', 'spicy', 'herbal']"
Nonanone,CCCCCCCC(C)=O,2162,821-55-6,"Fruity, fatty-cheese-herbal-coconut odor; fruity dairy-cheese taste","['fruity', 'fatty', 'coconut', 'herbal', 'cheesy']"
Nonanone,CCCCCCC(=O)CC,2163,925-78-0,"Grassy, green-herbaceous fruity odor; herbal, fruity taste","['grassy', 'fruity', 'green', 'herbal']"
Nonanone,CCCCCC(=O)CCC,2164,4485-09-0,"Herbaceous, grassy, green, fruity, oily","['grassy', 'green', 'fruity', 'oily', 'herbal']"
Nonanonyl acetate,CCCCCCCC(=O)COC(C)=O,2165,7779-54-6,"Warm, herbaceous, fruity odor and taste","['fruity', 'warm', 'herbal']"
Nonanoyl hydroxymethoxybenzylamide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,2166,2444-46-4,Almost odorless with a pungent capsicum-like bite and burning taste,['odorless']
Nonatrienal,CCC=CC=CC=CC=O,2167,57018-53-8,"Contributes to fatty, deep-fried flavors; oatmeal-like, sweet in dilution",['sweet']
Nonenal,CCCCCC/C=C\C=O,2168,2463-53-8,"Strong, fatty-orris odor; in dilution, waxy-cucumber-melon","['fatty', 'melon', 'waxy', 'orris', 'cucumber']"
Nonenal,CC/C=C\CCCCC=O,2169,2277-19-2,"Powerful fresh, cucumber-muskmelon, citrus aroma and taste","['fresh', 'cucumber', 'citrus']"
Nonenal,CCCCCC/C=C/C=O,2170,18829-56-6,"Strong, fatty-orris odor; in dilution, waxy-cucumber-melon","['fatty', 'melon', 'waxy', 'orris', 'cucumber']"
Nonenoic acid,CCCCC/C=C/CC(=O)O,2171,4124-88-3,"Green, fatty, waxy dairy-like fruity with a melon note","['green', 'fatty', 'fruity', 'melon', 'waxy', 'dairy']"
Nonenoic acid,CCCCCC/C=C\C(=O)O,2172,3760-11-0,Fatty with green notes,"['green', 'fatty']"
Nonenoic acid,CCCCCC/C=C/C(=O)O,2173,14812-03-4,Fatty with green notes,"['green', 'fatty']"
Nonenol,CCCCCC/C=C\CO,2174,41453-56-9,Waxy green cucumber melon odor,"['green', 'melon', 'cucumber', 'waxy']"
Nonenol,CC/C=C\CCCCCO,2175,35854-86-5,"Waxy, fruity, green, melon aroma; melon taste","['green', 'fruity', 'waxy', 'melon']"
Nonenol,CCCCCC/C=C/CO,2176,31502-14-4,"Green, fatty, melon, with chicken fat and lard notes","['green', 'fatty', 'melon', 'chicken']"
Nonenol,CCCCCCCC=CO,2177,Note*,"Fresh, waxy, green melon odor","['green', 'melon', 'fresh', 'waxy']"
Nonenol,CCCCC/C=C\CCO,2178,10340-23-5,"Green, waxy, melon, fresh odor","['green', 'melon', 'fresh', 'waxy']"
Nonenol,C=CC(O)CCCCCC,2179,21964-44-3,Sweet-earthy oily taste with mushroom notes,"['oily', 'earthy', 'sweet', 'mushroom']"
Nonenone,C=CC(=O)CCCCCC,2180,24415-26-7,"Mushroom, plastic odor; enhances dairy & coffee flavors",['mushroom']
Nonenone,C/C=C/C(=O)CCCCC,2181,32064-72-5,"Sweet, earthy, mushroom, fruity","['earthy', 'fruity', 'sweet', 'mushroom']"
Nonenone,CCCCC/C=C/C(C)=O,2182,14309-57-0,"Pleasant fruity-nutty odor; Waxy, dairy, blue cheese, earthy mushroom note","['fruity', 'nutty', 'earthy', 'waxy', 'dairy', 'mushroom', 'cheesy']"
Nonenyl acetate,CCCCC/C=C\CCOC(C)=O,2183,13049-88-2,"Green, fatty-waxy and fruity","['citrus', 'green', 'fatty', 'fruity', 'melon', 'fresh', 'waxy']"
Nonenyl acetate,CC/C=C/CCCCCOC(C)=O,2184,76238-22-7,"Green waxy, fatty, Honeydew melon-pear note; pea-like","['green', 'fatty', 'melon', 'pear', 'waxy']"
Nonyl acetate,CCCCCCCCCOC(C)=O,2185,143-13-5,"Fruity-green, leafy, floral, mushroom odor; fruity, waxy tropical taste","['green', 'fruity', 'leafy', 'floral', 'mushroom']"
Nonyl anthranilate,CCCCCCCCCOC(=O)c1ccccc1N,2186,72724-82-4,"Sweet, tangerine in dilution; fresh peel like notes","['fresh', 'sweet']"
Nonyl isovalerate,CCCCCCCCCOC(=O)CC(C)C,2187,7786-47-2,"Fatty-fruity, nutty odor; sweet earthy floral taste","['fatty', 'fruity', 'nutty']"
Nonyl octanoate,CCCCCCCCCOC(=O)CCCCCCC,2188,7786-48-3,"Sweet, rose, fatty, earthy (mushroom), oily odor; rose citrus taste","['rose', 'earthy', 'fatty', 'oily', 'sweet', 'mushroom']"
Nonyl phenylacetate,CCCCCCCCCOC(=O)Cc1ccccc1,2189,72109-82-1,"Balsamic, floral, slight fatty-waxy, citrus-honey notes","['citrus', 'fatty', 'honey', 'waxy', 'balsamic', 'floral']"
Nootkatone,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,2190,4674-50-4,"Very strong, citrus, grapefruit aroma and taste","['grapefruit', 'citrus']"
Nopol,CC1(C)C2CC=C(CCO)C1C2,2191,128-50-7,"Mild woody somewhat camphoraceous, citrus-pine notes","['woody', 'camphoreous', 'citrus', 'pine']"
Nopyl acetate,CC(=O)OCCC1=CCC2CC1C2(C)C,2192,128-51-8,"Sweet, woody, fruity odor with floral aspects","['woody', 'fruity', 'floral', 'sweet']"
Ocimene,C=C/C(C)=C/CC=C(C)C,2193,13877-91-3,"Reminding of a licorice, anise, citrus, lime combination","['citrus', 'anisic']"
Ocimene,C=C/C(C)=C\CC=C(C)C,2194,3338-55-4,"Warm, floral, sweet, somewhat herbaceous","['floral', 'sweet', 'warm', 'herbal']"
Ocimenol,C=C/C(C)=C/CCC(C)(C)O,2195,5986-38-9,"Fresh citrus, cologne odor with nutmeg nuance","['fresh', 'citrus']"
Ocimenyl acetate,C=C/C(C)=C/CCC(C)(C)OC(C)=O,2196,197098-61-6,"Fresh-green, fruity, pineapple, galbanum note","['green', 'fruity', 'fresh', 'pineapple']"
Octadienal,CCC/C=C/C=C/C=O,2198,30361-28-5,"Strong fatty odor; Green-fruity, melon, citrus, fatty and tallow","['citrus', 'green', 'fatty', 'fruity', 'melon']"
Octadienal,C/C=C/CC/C=C/C=O,2199,56767-18-1,"Fatty, green vegetable odor; fatty, green taste","['green', 'fatty', 'vegetable']"
Octadienol,CCCCC=CC=CO,2201,83861-74-9,"Geranium leaf, green, marine, mushroom  notes","['green', 'leafy', 'mushroom']"
Octadienol,CCC/C=C/C=C/CO,2203,18409-20-6,"Mild, pleasant fatty odor; Chicken fat, melon notes","['fatty', 'chicken', 'melon']"
Octadienone,CCC=CC=CC(C)=O,2205,65213-86-7,"Geranium-like, green, metallic, earthy, mushroom, fishy odor;","['green', 'earthy', 'fishy', 'metallic', 'mushroom']"
Octahydrocoumarin,O=C1CCC2CCCCC2O1,2206,4430-31-3,"Sweet, herbaceous (tonka-coumarin like), spicy","['coumarinic', 'spicy', 'sweet', 'herbal']"
Octalactone,CCCCC1CCC(=O)O1,2207,104-50-7,"Sweet-coumarinic, coconut-like odor and taste","['coumarinic', 'coconut', 'sweet']"
Octalactone,CCCC1CCCC(=O)O1,2208,698-76-0,"Coumarinic, coconut odor, creamy, coconut flesh taste","['coconut', 'coumarinic']"
Octanal diethyl acetal,CCCCCCCC(OCC)OCC,2209,54889-48-4,"Citrus, orange connotation, floral green odor","['green', 'floral', 'orange', 'citrus']"
Octanal dimethyl acetal,CCCCCCCC(OC)OC,2210,10022-28-3,"Fresh, waxy, green, orange-citrus odor with cognac connotation","['citrus', 'green', 'fresh', 'waxy', 'orange', 'cognac']"
Octanal,CCCCCCCC=O,2211,124-13-0,"Fatty-fruity odor; sweet, citrus-orange-fatty taste","['fatty', 'fruity']"
Octanediol,CCCCCC(O)CCO,2212,23433-05-8,Slight musty odor; slight bitter taste; used as presevative,['musty']
Octanedione,CCCC(=O)C(=O)CCC,2213,5455-24-3,"sweet fatty buttery with creamy, caramelic, fruity, cheese notes","['creamy', 'caramellic', 'fatty', 'fruity', 'cheesy', 'sweet', 'buttery']"
Octanedithiol,SCCCCCCCCS,2214,1191-62-4,"Sulfuraceous; meaty-earthy-mushroom odor, fatty-meaty flavor in dilution","['earthy', 'sulfurous', 'meaty', 'mushroom']"
Octanoic acid,CCCCCCCC(=O)O,2215,124-07-2,"Fatty, rancid, animallic, sweaty odor; cheese like taste in dilution","['fatty', 'animal']"
Octanol,CCCCCCCCO,2216,111-87-5,"Orange-rose, waxy, sweet odor; waxy, green, citrus taste","['sweet', 'rose', 'waxy', 'orange']"
Octanol,CCCCCCC(C)O,2217,123-96-6,"Weak green, floral-leafy, somewhat earthy musty odor and taste","['green', 'earthy', 'musty', 'leafy', 'floral']"
Octanol,CCCCCC(O)CC,2218,589-98-0,"Herbaceous, oily-nutty, earthy, mushroom odor","['earthy', 'oily', 'nutty', 'herbal', 'mushroom']"
Octanone,CCCCCCC(C)=O,2219,111-13-7,"Fatty, green, fruity, cheese-apple odor; cheese taste","['apple', 'green', 'fatty', 'fruity', 'cheesy']"
Octanone,CCCCCC(=O)CC,2220,106-68-3,"Earthy, herbaceous-fruity, cheese odor; earthy-cheese fruity taste","['earthy', 'fruity', 'cheesy', 'herbal']"
Octenal,CCCCC/C=C/C=O,2221,2363-89-5,"Fatty, green vegetable odor; fatty-green vegetable, melon, citrus taste","['green', 'fatty', 'vegetable']"
Octenal,CC/C=C\CCCC=O,2222,41547-22-2,"Fresh, green; melon-cucumber-like in dilution.","['green', 'fresh', 'melon', 'cucumber']"
Octenal,C/C=C/CCCCC=O,2223,63826-25-5,"Fresh, melon, fruity-green, somewhat fatty, fruity & creamy","['creamy', 'green', 'fruity', 'fatty', 'melon', 'fresh']"
